Fiscal Year,Eff. Date,Job Code,Title,Union Code,SetID,Grade,Biweekly Min,Biweekly Max,Extended Range,Step 1,Step 2,Step 3,Step 4,Step 5,Step 6,Step 7,Step 8,Step 9,Step 10,Step 11,Step 12,Step 13,Step 14,Step 15,Step 16,Step 17,Step 18,Step 19,Step 20
FY18-19,7/1/2018,1362,Special Assistant III,21,SFMTA,1362P,2030,2468,,25.375,26.6375,27.975,29.3625,30.85,,,,,,,,,,,,,,,
FY18-19,7/1/2018,1363,Special Assistant IV,21,COMMN,1363P,2184,2654,,27.3,28.6625,30.0875,31.6,33.175,,,,,,,,,,,,,,,
FY18-19,7/1/2018,1363,Special Assistant IV,21,SFMTA,1363P,2184,2654,,27.3,28.6625,30.0875,31.6,33.175,,,,,,,,,,,,,,,
FY18-19,7/1/2018,1364,Special Assistant V,21,COMMN,1364P,2349,2857,,29.3625,30.85,32.375,34,35.7125,,,,,,,,,,,,,,,
FY18-19,7/1/2018,1364,Special Assistant V,21,SFMTA,1364P,2349,2857,,29.3625,30.85,32.375,34,35.7125,,,,,,,,,,,,,,,
FY18-19,7/1/2018,1365,Special Assistant VI,21,COMMN,1365P,2515,3057,,31.4375,33.025,34.6625,36.4,38.2125,,,,,,,,,,,,,,,
FY18-19,7/1/2018,7420,Bridgetender,39,COMMN,7420P,2931,2931,,36.6375,,,,,,,,,,,,,,,,,,,
FY18-19,7/1/2018,1365,Special Assistant VI,21,SFMTA,1365P,2515,3057,,31.4375,33.025,34.6625,36.4,38.2125,,,,,,,,,,,,,,,
FY18-19,7/1/2018,1366,Special Assistant VII,21,COMMN,1366P,2707,3290,,33.8375,35.525,37.3,39.1625,41.125,,,,,,,,,,,,,,,
FY18-19,7/1/2018,1366,Special Assistant VII,21,SFMTA,1366P,2707,3290,,33.8375,35.525,37.3,39.1625,41.125,,,,,,,,,,,,,,,
FY18-19,7/1/2018,1367,Special Assistant VIII,21,COMMN,1367P,2912,3540,,36.4,38.2125,40.15,42.1375,44.25,,,,,,,,,,,,,,,
FY18-19,7/1/2018,1367,Special Assistant VIII,21,SFMTA,1367P,2912,3540,,36.4,38.2125,40.15,42.1375,44.25,,,,,,,,,,,,,,,
FY18-19,7/1/2018,1368,Special Assistant IX,21,COMMN,1368P,3133,3808,,39.1625,41.125,43.1875,45.3375,47.6,,,,,,,,,,,,,,,
FY18-19,7/1/2018,1368,Special Assistant IX,21,SFMTA,1368P,3133,3808,,39.1625,41.125,43.1875,45.3375,47.6,,,,,,,,,,,,,,,
FY18-19,7/1/2018,1369,Special Assistant X,21,COMMN,1369P,3389,4117,,42.3625,44.475,46.6875,49.025,51.4625,,,,,,,,,,,,,,,
FY18-19,7/1/2018,1369,Special Assistant X,21,SFMTA,1369P,3389,4117,,42.3625,44.475,46.6875,49.025,51.4625,,,,,,,,,,,,,,,
FY18-19,7/1/2018,1370,Special Assistant XI,21,COMMN,1370P,3645,4430,,45.5625,47.8375,50.2375,52.75,55.375,,,,,,,,,,,,,,,
FY18-19,7/1/2018,1370,Special Assistant XI,21,SFMTA,1370P,3645,4430,,45.5625,47.8375,50.2375,52.75,55.375,,,,,,,,,,,,,,,
FY18-19,7/1/2018,1371,Special Assistant XII,21,COMMN,1371P,3921,4766,,49.0125,51.4625,54.0375,56.725,59.575,,,,,,,,,,,,,,,
FY18-19,7/1/2018,1371,Special Assistant XII,21,SFMTA,1371P,3921,4766,,49.0125,51.4625,54.0375,56.725,59.575,,,,,,,,,,,,,,,
FY18-19,7/1/2018,1372,Special Assistant XIII,351,COMMN,1372P,4198,5103,,52.475,55.1,57.85,60.75,63.7875,,,,,,,,,,,,,,,
FY18-19,7/1/2018,1372,Special Assistant XIII,351,SFMTA,1372P,4198,5103,,52.475,55.1,57.85,60.75,63.7875,,,,,,,,,,,,,,,
FY18-19,7/1/2018,1373,Special Assistant XIV,351,COMMN,1373P,4518,5491,,56.475,59.2875,62.2625,65.3625,68.6375,,,,,,,,,,,,,,,
FY18-19,7/1/2018,1373,Special Assistant XIV,351,SFMTA,1373P,4518,5491,,56.475,59.2875,62.2625,65.3625,68.6375,,,,,,,,,,,,,,,
FY18-19,7/1/2018,1374,Special Assistant XV,351,COMMN,1374P,4860,5908,,60.75,63.7875,66.9875,70.325,73.85,,,,,,,,,,,,,,,
FY18-19,7/1/2018,1374,Special Assistant XV,351,SFMTA,1374P,4860,5908,,60.75,63.7875,66.9875,70.325,73.85,,,,,,,,,,,,,,,
FY18-19,7/1/2018,1375,Special Assistant XVI,351,COMMN,1375P,5229,6356,,65.3625,68.6375,72.075,75.6625,79.45,,,,,,,,,,,,,,,
FY18-19,7/1/2018,1375,Special Assistant XVI,351,SFMTA,1375P,5229,6356,,65.3625,68.6375,72.075,75.6625,79.45,,,,,,,,,,,,,,,
FY18-19,7/1/2018,1376,Special Assistant XVII,351,COMMN,1376P,5626,6838,,70.325,73.8375,77.5375,81.4125,85.475,,,,,,,,,,,,,,,
FY18-19,7/1/2018,1376,Special Assistant XVII,351,SFMTA,1376P,5626,6838,,70.325,73.8375,77.5375,81.4125,85.475,,,,,,,,,,,,,,,
FY18-19,7/1/2018,1377,Special Assistant XVIII,351,COMMN,1377P,6053,7358,,75.6625,79.45,83.425,87.6,91.975,,,,,,,,,,,,,,,
FY18-19,7/1/2018,1377,Special Assistant XVIII,351,SFMTA,1377P,6053,7358,,75.6625,79.45,83.425,87.6,91.975,,,,,,,,,,,,,,,
FY18-19,7/1/2018,1378,Special Assistant XIX,351,COMMN,1378P,6470,7865,,80.875,84.925,89.1875,93.6375,98.3125,,,,,,,,,,,,,,,
FY18-19,7/1/2018,1378,Special Assistant XIX,351,SFMTA,1378P,6470,7865,,80.875,84.925,89.1875,93.6375,98.3125,,,,,,,,,,,,,,,
FY18-19,7/1/2018,1379,Special Assistant XX,351,COMMN,1379P,6873,8354,,85.9125,90.2125,94.725,99.4625,104.425,,,,,,,,,,,,,,,
FY18-19,7/1/2018,1379,Special Assistant XX,351,SFMTA,1379P,6873,8354,,85.9125,90.2125,94.725,99.4625,104.425,,,,,,,,,,,,,,,
FY18-19,7/1/2018,1380,Special Assistant XXI,351,COMMN,1380P,7337,8918,,91.7125,96.3,101.125,106.1625,111.475,,,,,,,,,,,,,,,
FY18-19,7/1/2018,1380,Special Assistant XXI,351,SFMTA,1380P,7337,8918,,91.7125,96.3,101.125,106.1625,111.475,,,,,,,,,,,,,,,
FY18-19,7/1/2018,1381,Special Assistant XXII,351,COMMN,1381P,7883,9581,,98.5375,103.45,108.625,114.05,119.7625,,,,,,,,,,,,,,,
FY18-19,7/1/2018,1381,Special Assistant XXII,351,SFMTA,1381P,7883,9581,,98.5375,103.45,108.625,114.05,119.7625,,,,,,,,,,,,,,,
FY18-19,7/1/2018,1402,Junior Clerk,790,COMMN,1402P,1767,2147,,22.0875,23.175,24.3375,25.5625,26.8375,,,,,,,,,,,,,,,
FY18-19,7/1/2018,1402,Junior Clerk,790,SFMTA,1402P,1767,2147,,22.0875,23.175,24.3375,25.5625,26.8375,,,,,,,,,,,,,,,
FY18-19,7/1/2018,1403,Elections Clerk,790,COMMN,1403P,2131,2590,,26.6375,27.975,29.3625,30.85,32.375,,,,,,,,,,,,,,,
FY18-19,7/1/2018,1403,Elections Clerk,790,SFMTA,1403P,2131,2590,,26.6375,27.975,29.3625,30.85,32.375,,,,,,,,,,,,,,,
FY18-19,7/1/2018,1404,Clerk,790,COMMN,1404P,1924,2338,,24.05,25.25,26.5125,27.8375,29.225,,,,,,,,,,,,,,,
FY18-19,7/1/2018,1404,Clerk,790,SFMTA,1404P,1924,2338,,24.05,25.25,26.5125,27.8375,29.225,,,,,,,,,,,,,,,
FY18-19,7/1/2018,1406,Senior Clerk,790,COMMN,1406P,1995,2941,,24.9375,26.1875,27.5,28.875,30.3375,30.4,33.3375,31.7625,36.7625,35.4375,,,,,,,,,,
FY18-19,7/1/2018,1406,Senior Clerk,790,SFMTA,1406P,1995,2941,,24.9375,26.1875,27.5,28.875,30.3375,30.4,33.3375,31.7625,36.7625,35.4375,,,,,,,,,,
FY18-19,7/1/2018,1408,Principal Clerk,790,COMMN,1408P,2634,3202,,32.925,34.575,36.3,38.1125,40.025,,,,,,,,,,,,,,,
FY18-19,7/1/2018,1408,Principal Clerk,790,SFMTA,1408P,2634,3202,,32.925,34.575,36.3,38.1125,40.025,,,,,,,,,,,,,,,
FY18-19,7/1/2018,1410,Chief Clerk,790,COMMN,1410P,3020,3671,,37.75,39.6375,41.6125,43.7,45.8875,,,,,,,,,,,,,,,
FY18-19,7/1/2018,1410,Chief Clerk,790,SFMTA,1410P,3020,3671,,37.75,39.6375,41.6125,43.7,45.8875,,,,,,,,,,,,,,,
FY18-19,7/1/2018,1422,Junior Clerk Typist,790,COMMN,1422P,1828,2222,,22.85,23.9875,25.1875,26.45,27.775,,,,,,,,,,,,,,,
FY18-19,7/1/2018,1422,Junior Clerk Typist,790,SFMTA,1422P,1828,2222,,22.85,23.9875,25.1875,26.45,27.775,,,,,,,,,,,,,,,
FY18-19,7/1/2018,1424,Clerk Typist,790,COMMN,1424P,2001,2941,,25.0125,26.25,27.5625,28.9375,30.4,33.3375,36.7625,,,,,,,,,,,,,
FY18-19,7/1/2018,1424,Clerk Typist,790,SFMTA,1424P,2001,2941,,25.0125,26.25,27.5625,28.9375,30.4,33.3375,36.7625,,,,,,,,,,,,,
FY18-19,7/1/2018,1426,Senior Clerk Typist,790,COMMN,1426P,2195,2941,,27.4375,28.8,30.2375,31.7625,33.3375,36.7625,,,,,,,,,,,,,,
FY18-19,7/1/2018,1426,Senior Clerk Typist,790,SFMTA,1426P,2195,2941,,27.4375,28.8,30.2375,31.7625,33.3375,36.7625,,,,,,,,,,,,,,
FY18-19,7/1/2018,1428,Unit Clerk,250,COMMN,1428P,2333,2835,,29.1625,30.6125,32.15,33.75,35.4375,,,,,,,,,,,,,,,
FY18-19,7/1/2018,1428,Unit Clerk,250,SFMTA,1428P,2333,2835,,29.1625,30.6125,32.15,33.75,35.4375,,,,,,,,,,,,,,,
FY18-19,7/1/2018,1429,Nurses Staffing Assistant,250,COMMN,1429P,2147,2609,,26.8375,28.175,29.575,31.05,32.6125,,,,,,,,,,,,,,,
FY18-19,7/1/2018,1429,Nurses Staffing Assistant,250,SFMTA,1429P,2147,2609,,26.8375,28.175,29.575,31.05,32.6125,,,,,,,,,,,,,,,
FY18-19,7/1/2018,1430,Transcriber Typist,790,COMMN,1430P,2195,2667,,27.4375,28.8,30.2375,31.7625,33.3375,,,,,,,,,,,,,,,
FY18-19,7/1/2018,1430,Transcriber Typist,790,SFMTA,1430P,2195,2667,,27.4375,28.8,30.2375,31.7625,33.3375,,,,,,,,,,,,,,,
FY18-19,7/1/2018,1431,Senior Unit Clerk,250,COMMN,1431P,2427,2948,,30.3375,31.8375,33.4375,35.1,36.85,,,,,,,,,,,,,,,
FY18-19,7/1/2018,1431,Senior Unit Clerk,250,SFMTA,1431P,2427,2948,,30.3375,31.8375,33.4375,35.1,36.85,,,,,,,,,,,,,,,
FY18-19,7/1/2018,1432,Senior Transcriber Typist,790,COMMN,1432P,2419,2941,,30.2375,31.7625,33.3375,35.0125,36.7625,,,,,,,,,,,,,,,
FY18-19,7/1/2018,1432,Senior Transcriber Typist,790,SFMTA,1432P,2419,2941,,30.2375,31.7625,33.3375,35.0125,36.7625,,,,,,,,,,,,,,,
FY18-19,7/1/2018,1434,Shelter Service Representative,856,COMMN,1434P,1985,2534,,24.8125,26.0625,27.3625,28.725,30.15,31.675,,,,,,,,,,,,,,
FY18-19,7/1/2018,1435,Shelter Officer Supervisor,790,COMMN,1435P,2310,2808,,28.875,30.3375,31.8375,33.4375,35.1,,,,,,,,,,,,,,,
FY18-19,7/1/2018,1435,Shelter Officer Supervisor,790,SFMTA,1435P,2310,2808,,28.875,30.3375,31.8375,33.4375,35.1,,,,,,,,,,,,,,,
FY18-19,7/1/2018,1436,Braillist,790,COMMN,1436P,2100,2553,,26.25,27.5625,28.9375,30.4,31.9125,,,,,,,,,,,,,,,
FY18-19,7/1/2018,1436,Braillist,790,SFMTA,1436P,2100,2553,,26.25,27.5625,28.9375,30.4,31.9125,,,,,,,,,,,,,,,
FY18-19,7/1/2018,1437,Shelter Office Assistant Supervisor,790,COMMN,1437P,2178,2648,,27.225,28.6,30.025,31.5125,33.1,,,,,,,,,,,,,,,
FY18-19,7/1/2018,1440,Medical Transcriber Typist,790,COMMN,1440P,2333,2835,,29.1625,30.6125,32.15,33.75,35.4375,,,,,,,,,,,,,,,
FY18-19,7/1/2018,1440,Medical Transcriber Typist,790,SFMTA,1440P,2333,2835,,29.1625,30.6125,32.15,33.75,35.4375,,,,,,,,,,,,,,,
FY18-19,7/1/2018,1441,Senior Medical Transcriber Typist,790,COMMN,1441P,2427,2948,,30.3375,31.8375,33.4375,35.1,36.85,,,,,,,,,,,,,,,
FY18-19,7/1/2018,1441,Senior Medical Transcriber Typist,790,SFMTA,1441P,2427,2948,,30.3375,31.8375,33.4375,35.1,36.85,,,,,,,,,,,,,,,
FY18-19,7/1/2018,1444,Secretary I,790,COMMN,1444P,2090,2541,,26.125,27.4375,28.8,30.2375,31.7625,,,,,,,,,,,,,,,
FY18-19,7/1/2018,1444,Secretary I,790,SFMTA,1444P,2090,2541,,26.125,27.4375,28.8,30.2375,31.7625,,,,,,,,,,,,,,,
FY18-19,7/1/2018,1446,Secretary II,790,COMMN,1446P,2419,2941,,30.2375,31.7625,33.3375,35.0125,36.7625,,,,,,,,,,,,,,,
FY18-19,7/1/2018,1446,Secretary II,790,SFMTA,1446P,2419,2941,,30.2375,31.7625,33.3375,35.0125,36.7625,,,,,,,,,,,,,,,
FY18-19,7/1/2018,1450,Executive Secretary I,790,COMMN,1450P,2634,3202,,32.925,34.575,36.3,38.1125,40.025,,,,,,,,,,,,,,,
FY18-19,7/1/2018,1450,Executive Secretary I,790,SFMTA,1450P,2634,3202,,32.925,34.575,36.3,38.1125,40.025,,,,,,,,,,,,,,,
FY18-19,7/1/2018,1452,Executive Secretary II,22,COMMN,1452P,2898,3523,,36.225,38.0375,39.9375,41.9375,44.0375,,,,,,,,,,,,,,,
FY18-19,7/1/2018,1452,Executive Secretary II,22,SFMTA,1452P,2898,3523,,36.225,38.0375,39.9375,41.9375,44.0375,,,,,,,,,,,,,,,
FY18-19,7/1/2018,1454,Executive Secretary III,22,COMMN,1454P,3150,3827,,39.375,41.3375,43.4,45.5625,47.8375,,,,,,,,,,,,,,,
FY18-19,7/1/2018,1454,Executive Secretary III,22,SFMTA,1454P,3150,3827,,39.375,41.3375,43.4,45.5625,47.8375,,,,,,,,,,,,,,,
FY18-19,7/1/2018,1458,Legal Secretary I,790,COMMN,1458P,2808,3413,,35.1,36.85,38.7,40.6375,42.6625,,,,,,,,,,,,,,,
FY18-19,7/1/2018,1458,Legal Secretary I,790,SFMTA,1458P,2808,3413,,35.1,36.85,38.7,40.6375,42.6625,,,,,,,,,,,,,,,
FY18-19,7/1/2018,1460,Legal Secretary II,790,COMMN,1460P,3020,3671,,37.75,39.6375,41.6125,43.7,45.8875,,,,,,,,,,,,,,,
FY18-19,7/1/2018,1460,Legal Secretary II,790,SFMTA,1460P,3020,3671,,37.75,39.6375,41.6125,43.7,45.8875,,,,,,,,,,,,,,,
FY18-19,7/1/2018,1464,Medical Clerk Stenographer,790,COMMN,1464P,2700,3282,,33.75,35.4375,37.2125,39.0625,41.025,,,,,,,,,,,,,,,
FY18-19,7/1/2018,1464,Medical Clerk Stenographer,790,SFMTA,1464P,2700,3282,,33.75,35.4375,37.2125,39.0625,41.025,,,,,,,,,,,,,,,
FY18-19,7/1/2018,1466,Meter Reader,38,COMMN,1466P,2310,2808,,28.875,30.3375,31.8375,33.4375,35.1,,,,,,,,,,,,,,,
FY18-19,7/1/2018,1466,Meter Reader,38,SFMTA,1466P,2310,2808,,28.875,30.3375,31.8375,33.4375,35.1,,,,,,,,,,,,,,,
FY18-19,7/1/2018,1470,Services And Supply Assistant Supervisor,790,COMMN,1470P,2298,2792,,28.725,30.15,31.675,33.2375,34.9,,,,,,,,,,,,,,,
FY18-19,7/1/2018,1470,Services And Supply Assistant Supervisor,790,SFMTA,1470P,2298,2792,,28.725,30.15,31.675,33.2375,34.9,,,,,,,,,,,,,,,
FY18-19,7/1/2018,1471,Elections Worker,790,COMMN,1471P,2227,2707,,27.8375,29.225,30.675,32.225,33.8375,,,,,,,,,,,,,,,
FY18-19,7/1/2018,1471,Elections Worker,790,SFMTA,1471P,2227,2707,,27.8375,29.225,30.675,32.225,33.8375,,,,,,,,,,,,,,,
FY18-19,7/1/2018,1474,Claims Process Clerk,790,COMMN,1474P,2270,2760,,28.375,29.7875,31.3,32.8625,34.5,,,,,,,,,,,,,,,
FY18-19,7/1/2018,1474,Claims Process Clerk,790,SFMTA,1474P,2270,2760,,28.375,29.7875,31.3,32.8625,34.5,,,,,,,,,,,,,,,
FY18-19,7/1/2018,1476,Senior Claims Process Clerk,790,COMMN,1476P,2534,3079,,31.675,33.2375,34.9,36.65,38.4875,,,,,,,,,,,,,,,
FY18-19,7/1/2018,1476,Senior Claims Process Clerk,790,SFMTA,1476P,2534,3079,,31.675,33.2375,34.9,36.65,38.4875,,,,,,,,,,,,,,,
FY18-19,7/1/2018,1478,Utility Services Representative,790,COMMN,1478P,2484,3020,,31.05,32.6125,34.2375,35.95,37.75,,,,,,,,,,,,,,,
FY18-19,7/1/2018,1478,Utility Services Representative,790,SFMTA,1478P,2484,3020,,31.05,32.6125,34.2375,35.95,37.75,,,,,,,,,,,,,,,
FY18-19,7/1/2018,1480,Utility Services Representative Supervisor,790,COMMN,1480P,2727,3317,,34.0875,35.8,37.6,39.475,41.4625,,,,,,,,,,,,,,,
FY18-19,7/1/2018,1480,Utility Services Representative Supervisor,790,SFMTA,1480P,2727,3317,,34.0875,35.8,37.6,39.475,41.4625,,,,,,,,,,,,,,,
FY18-19,7/1/2018,1492,"Assistant Clerk, Board of Supervisors",22,COMMN,1492P,3610,4389,,45.125,47.3875,49.7625,52.25,54.8625,,,,,,,,,,,,,,,
FY18-19,7/1/2018,1492,"Assistant Clerk, Board of Supervisors",22,SFMTA,1492P,3610,4389,,45.125,47.3875,49.7625,52.25,54.8625,,,,,,,,,,,,,,,
FY18-19,7/1/2018,1522,Confidential Secretary To City Attorney,22,COMMN,1522P,3372,4097,,42.15,44.25,46.45,48.7875,51.2125,,,,,,,,,,,,,,,
FY18-19,7/1/2018,1543,"Secretary, Commission on the Environment",22,COMMN,1543P,3627,4408,,45.3375,47.6,49.975,52.475,55.1,,,,,,,,,,,,,,,
FY18-19,7/1/2018,1544,"Secretary, Library Commission",22,COMMN,1544P,3455,4198,,43.1875,45.3375,47.6,49.975,52.475,,,,,,,,,,,,,,,
FY18-19,7/1/2018,1548,"Secretary, Human Services Commission",22,COMMN,1548P,3423,4160,,42.7875,44.925,47.175,49.5125,52,,,,,,,,,,,,,,,
FY18-19,7/1/2018,1549,"Secretary, Juvenile Probation Commission",22,COMMN,1549P,2842,3455,,35.525,37.3,39.1625,41.125,43.1875,,,,,,,,,,,,,,,
FY18-19,7/1/2018,1551,"Secretary, Health Commission",22,COMMN,1551P,4282,5204,,53.525,56.2,58.9875,61.95,65.05,,,,,,,,,,,,,,,
FY18-19,7/1/2018,1555,"Secretary, Building Inspection Commission",22,COMMN,1555P,3423,4160,,42.7875,44.925,47.175,49.5125,52,,,,,,,,,,,,,,,
FY18-19,7/1/2018,1574,Executive Assistant To The Controller,22,COMMN,1574P,3455,4198,,43.1875,45.3375,47.6,49.975,52.475,,,,,,,,,,,,,,,
FY18-19,7/1/2018,1630,Account Clerk,790,COMMN,1630P,2064,2509,,25.8,27.0875,28.4375,29.875,31.3625,,,,,,,,,,,,,,,
FY18-19,7/1/2018,1630,Account Clerk,790,SFMTA,1630P,2064,2509,,25.8,27.0875,28.4375,29.875,31.3625,,,,,,,,,,,,,,,
FY18-19,7/1/2018,1632,Senior Account Clerk,790,COMMN,1632P,2390,2904,,29.875,31.3625,32.925,34.575,36.3,,,,,,,,,,,,,,,
FY18-19,7/1/2018,1632,Senior Account Clerk,790,SFMTA,1632P,2390,2904,,29.875,31.3625,32.925,34.575,36.3,,,,,,,,,,,,,,,
FY18-19,7/1/2018,1634,Principal Account Clerk,790,COMMN,1634P,2700,3282,,33.75,35.4375,37.2125,39.0625,41.025,,,,,,,,,,,,,,,
FY18-19,7/1/2018,1634,Principal Account Clerk,790,SFMTA,1634P,2700,3282,,33.75,35.4375,37.2125,39.0625,41.025,,,,,,,,,,,,,,,
FY18-19,7/1/2018,1635,Health Care Billing Clerk I,790,COMMN,1635P,2254,2739,,28.175,29.575,31.05,32.6125,34.2375,,,,,,,,,,,,,,,
FY18-19,7/1/2018,1635,Health Care Billing Clerk I,790,SFMTA,1635P,2254,2739,,28.175,29.575,31.05,32.6125,34.2375,,,,,,,,,,,,,,,
FY18-19,7/1/2018,1636,Health Care Billing Clerk II,790,COMMN,1636P,2534,3079,,31.675,33.2375,34.9,36.65,38.4875,,,,,,,,,,,,,,,
FY18-19,7/1/2018,1636,Health Care Billing Clerk II,790,SFMTA,1636P,2534,3079,,31.675,33.2375,34.9,36.65,38.4875,,,,,,,,,,,,,,,
FY18-19,7/1/2018,1637,Patient Accounts Clerk,790,COMMN,1637P,2629,3195,,32.8625,34.5,36.225,38.0375,39.9375,,,,,,,,,,,,,,,
FY18-19,7/1/2018,1637,Patient Accounts Clerk,790,SFMTA,1637P,2629,3195,,32.8625,34.5,36.225,38.0375,39.9375,,,,,,,,,,,,,,,
FY18-19,7/1/2018,1649,Accountant Intern,21,COMMN,1649P,2512,2637,,31.4,32.9625,,,,,,,,,,,,,,,,,,
FY18-19,7/1/2018,1649,Accountant Intern,21,SFMTA,1649P,2512,2637,,31.4,32.9625,,,,,,,,,,,,,,,,,,
FY18-19,7/1/2018,1650,Accountant I,21,COMMN,1650P,2604,3164,,32.55,34.175,35.8875,37.675,39.55,,,,,,,,,,,,,,,
FY18-19,7/1/2018,1650,Accountant I,21,SFMTA,1650P,2604,3164,,32.55,34.175,35.8875,37.675,39.55,,,,,,,,,,,,,,,
FY18-19,7/1/2018,1652,Accountant II,21,COMMN,1652P,2885,3505,,36.0625,37.8625,39.75,41.725,43.8125,,,,,,,,,,,,,,,
FY18-19,7/1/2018,1652,Accountant II,21,SFMTA,1652P,2885,3505,,36.0625,37.8625,39.75,41.725,43.8125,,,,,,,,,,,,,,,
FY18-19,7/1/2018,1654,Accountant III,21,COMMN,1654P,3490,4242,,43.625,45.8,48.0875,50.4875,53.025,,,,,,,,,,,,,,,
FY18-19,7/1/2018,1654,Accountant III,21,SFMTA,1654P,3490,4242,,43.625,45.8,48.0875,50.4875,53.025,,,,,,,,,,,,,,,
FY18-19,7/1/2018,1657,Accountant IV,21,COMMN,1657P,4039,5279,6,50.4875,53.025,55.6625,58.4375,61.3625,62.8375,64.4375,65.9875,,,,,,,,,,,,
FY18-19,7/1/2018,1657,Accountant IV,21,SFMTA,1657P,4039,5279,6,50.4875,53.025,55.6625,58.4375,61.3625,62.8375,64.4375,65.9875,,,,,,,,,,,,
FY18-19,7/1/2018,1662,Patient Accounts Assistant Supervisor,790,COMMN,1662P,2727,3317,,34.0875,35.8,37.6,39.475,41.4625,,,,,,,,,,,,,,,
FY18-19,7/1/2018,1662,Patient Accounts Assistant Supervisor,790,SFMTA,1662P,2727,3317,,34.0875,35.8,37.6,39.475,41.4625,,,,,,,,,,,,,,,
FY18-19,7/1/2018,1663,Patient Accounts Supervisor,790,COMMN,1663P,3112,3783,,38.9,40.8375,42.8875,45.0375,47.2875,,,,,,,,,,,,,,,
FY18-19,7/1/2018,1663,Patient Accounts Supervisor,790,SFMTA,1663P,3112,3783,,38.9,40.8375,42.8875,45.0375,47.2875,,,,,,,,,,,,,,,
FY18-19,7/1/2018,1664,Patient Accounts Manager,790,COMMN,1664P,3564,4330,,44.55,46.775,49.1,51.5625,54.125,,,,,,,,,,,,,,,
FY18-19,7/1/2018,1664,Patient Accounts Manager,790,SFMTA,1664P,3564,4330,,44.55,46.775,49.1,51.5625,54.125,,,,,,,,,,,,,,,
FY18-19,7/1/2018,1670,Financial Systems Supervisor,21,COMMN,1670P,4698,6147,6,58.725,61.675,64.7375,67.975,71.375,73.1875,74.9625,76.8375,,,,,,,,,,,,
FY18-19,7/1/2018,1670,Financial Systems Supervisor,21,SFMTA,1670P,4698,6147,6,58.725,61.675,64.7375,67.975,71.375,73.1875,74.9625,76.8375,,,,,,,,,,,,
FY18-19,7/1/2018,1684,Auditor II,21,COMMN,1684P,3681,4475,,46.0125,48.3125,50.7375,53.275,55.9375,,,,,,,,,,,,,,,
FY18-19,7/1/2018,1684,Auditor II,21,SFMTA,1684P,3681,4475,,46.0125,48.3125,50.7375,53.275,55.9375,,,,,,,,,,,,,,,
FY18-19,7/1/2018,1686,Auditor III,21,COMMN,1686P,4136,5412,6,51.7,54.3,57.0125,59.85,62.8375,64.4375,65.9875,67.65,,,,,,,,,,,,
FY18-19,7/1/2018,1686,Auditor III,21,SFMTA,1686P,4136,5412,6,51.7,54.3,57.0125,59.85,62.8375,64.4375,65.9875,67.65,,,,,,,,,,,,
FY18-19,7/1/2018,1704,Communications Dispatcher I,790,COMMN,1704P,2126,2583,,26.575,27.9,29.2875,30.7625,32.2875,,,,,,,,,,,,,,,
FY18-19,7/1/2018,1704,Communications Dispatcher I,790,SFMTA,1704P,2126,2583,,26.575,27.9,29.2875,30.7625,32.2875,,,,,,,,,,,,,,,
FY18-19,7/1/2018,1705,Communications Dispatcher II,790,COMMN,1705P,2357,2864,,29.4625,30.925,32.475,34.0875,35.8,,,,,,,,,,,,,,,
FY18-19,7/1/2018,1705,Communications Dispatcher II,790,SFMTA,1705P,2357,2864,,29.4625,30.925,32.475,34.0875,35.8,,,,,,,,,,,,,,,
FY18-19,7/1/2018,1706,Telephone Operator,790,COMMN,1706P,1910,2322,,23.875,25.0625,26.325,27.6375,29.025,,,,,,,,,,,,,,,
FY18-19,7/1/2018,1706,Telephone Operator,790,SFMTA,1706P,1910,2322,,23.875,25.0625,26.325,27.6375,29.025,,,,,,,,,,,,,,,
FY18-19,7/1/2018,1708,Senior Telephone Operator,790,COMMN,1708P,2106,2559,,26.325,27.6375,29.025,30.4625,31.9875,,,,,,,,,,,,,,,
FY18-19,7/1/2018,1708,Senior Telephone Operator,790,SFMTA,1708P,2106,2559,,26.325,27.6375,29.025,30.4625,31.9875,,,,,,,,,,,,,,,
FY18-19,7/1/2018,1710,Chief Telephone Operator,790,COMMN,1710P,2390,2904,,29.875,31.3625,32.925,34.575,36.3,,,,,,,,,,,,,,,
FY18-19,7/1/2018,1710,Chief Telephone Operator,790,SFMTA,1710P,2390,2904,,29.875,31.3625,32.925,34.575,36.3,,,,,,,,,,,,,,,
FY18-19,7/1/2018,1750,Microphoto/Imaging Technician,790,COMMN,1750P,1742,2116,,21.775,22.85,23.9875,25.1875,26.45,,,,,,,,,,,,,,,
FY18-19,7/1/2018,1750,Microphoto/Imaging Technician,790,SFMTA,1750P,1742,2116,,21.775,22.85,23.9875,25.1875,26.45,,,,,,,,,,,,,,,
FY18-19,7/1/2018,1752,Senior Microphoto/Imaging Technician,790,COMMN,1752P,2243,2727,,28.0375,29.4625,30.925,32.475,34.0875,,,,,,,,,,,,,,,
FY18-19,7/1/2018,1752,Senior Microphoto/Imaging Technician,790,SFMTA,1752P,2243,2727,,28.0375,29.4625,30.925,32.475,34.0875,,,,,,,,,,,,,,,
FY18-19,7/1/2018,1760,Offset Machine Operator,790,COMMN,1760P,2227,2707,,27.8375,29.225,30.675,32.225,33.8375,,,,,,,,,,,,,,,
